Course,Green,Tee,CR,SR,Yards
からまつ-あかまつ,ベント,チャンピオン,72.5,131,6931
からまつ-あかまつ,ベント,バック,72.1,129,6823
からまつ-あかまつ,ベント,レギュラー,69.9,125,6342
からまつ-あかまつ,ベント,フロント,68.1,122,5967
からまつ-あかまつ,ベント,レディース1,67.3,119,5802
からまつ-あかまつ,ベント,レディース2,64.9,112,5306
しらかば-からまつ,ベント,チャンピオン,71.7,131,6743
しらかば-からまつ,ベント,バック,71.1,130,6625
しらかば-からまつ,ベント,レギュラー,69.2,126,6227
しらかば-からまつ,ベント,フロント,67.8,124,5926
しらかば-からまつ,ベント,レディース1,67.3,123,5824
しらかば-からまつ,ベント,レディース2,64.7,115,5275
あかまつ-しらかば,ベント,チャンピオン,70.6,130,6506
あかまつ-しらかば,ベント,バック,70.2,129,6420
あかまつ-しらかば,ベント,レギュラー,68.1,124,5927
あかまつ-しらかば,ベント,フロント,66.1,120,5545
あかまつ-しらかば,ベント,レディース1,65.8,119,5482
あかまつ-しらかば,ベント,レディース2,64.2,114,5147
