Course,Green,Tee,CR,SR,Yards
東-西,ベント,バック,76.1,131,6194
東-西,ベント,レギュラー,74.1,128,5867
東-西,ベント,フロント,71.6,124,5478
東-西,ベント,レディース,70.1,121,5199
南-東,ベント,バック,74.4,130,5864
南-東,ベント,レギュラー,72.6,128,5590
南-東,ベント,フロント,70.7,123,5248
南-東,ベント,レディース,70.0,121,5121
西-南,ベント,バック,73.5,128,5800
西-南,ベント,レギュラー,72.1,125,5557
西-南,ベント,フロント,69.9,121,5186
西-南,ベント,レディース,68.7,118,4956
