Course,Green,Tee,CR,SR,Yards
南-東,Aグリーン,バック,70.7,125,6292
南-東,Aグリーン,レギュラー,69.0,123,5931
南-東,Aグリーン,フロント1,66.1,118,5327
南-東,Bグリーン,バック,69.3,124,5994
南-東,Bグリーン,レギュラー,67.8,120,5651
南-東,Bグリーン,フロント1,64.8,114,5023
西-南,Aグリーン,バック,70.5,122,6183
西-南,Aグリーン,レギュラー,69.1,121,5905
西-南,Aグリーン,フロント1,66.7,117,5408
西-南,Bグリーン,バック,69.4,122,5964
西-南,Bグリーン,レギュラー,68.0,119,5686
西-南,Bグリーン,フロント1,65.6,115,5170
東-西,Aグリーン,バック,69.4,121,6009
東-西,Aグリーン,レギュラー,68.1,120,5734
東-西,Aグリーン,フロント1,66.0,116,5319
東-西,Bグリーン,バック,68.9,120,5868
東-西,Bグリーン,レギュラー,67.6,118,5611
東-西,Bグリーン,フロント1,65.6,115,5191
