Course,Green,Tee,CR,SR,Yards
富士-箱根,Aグリーン,バック,71.8,126,6587
富士-箱根,Aグリーン,フロント,70.1,122,6207
富士-箱根,Aグリーン,レディース,66.6,115,5454
富士-箱根,Aグリーン|Bグリーン,バック,70.6,124,6331
富士-箱根,Aグリーン|Bグリーン,フロント,68.9,121,5951
富士-箱根,Aグリーン|Bグリーン,レディース,65.4,114,5198
富士-箱根,Bグリーン|Aグリーン,バック,70.6,122,6357
富士-箱根,Bグリーン|Aグリーン,フロント,68.9,118,5977
富士-箱根,Bグリーン|Aグリーン,レディース,65.4,112,5224
富士-箱根,Bグリーン,バック,69.4,120,6101
富士-箱根,Bグリーン,フロント,67.7,117,5721
富士-箱根,Bグリーン,レディース,64.2,111,4968
富士-丹沢,Aグリーン,バック,69.8,122,6168
富士-丹沢,Aグリーン,フロント,68.0,119,5782
富士-丹沢,Aグリーン,レディース,65.0,113,5128
富士-丹沢,Aグリーン|Bグリーン,バック,68.9,120,6003
富士-丹沢,Aグリーン|Bグリーン,フロント,67.2,117,5617
富士-丹沢,Aグリーン|Bグリーン,レディース,64.2,110,4963
富士-丹沢,Bグリーン|Aグリーン,バック,68.6,119,5938
富士-丹沢,Bグリーン|Aグリーン,フロント,66.8,115,5552
富士-丹沢,Bグリーン|Aグリーン,レディース,63.8,110,4898
富士-丹沢,Bグリーン,バック,67.7,116,5773
富士-丹沢,Bグリーン,フロント,66.0,113,5387
富士-丹沢,Bグリーン,レディース,63.0,107,4733
箱根-丹沢,Aグリーン,バック,69.4,120,6039
箱根-丹沢,Aグリーン,フロント,67.9,117,5723
箱根-丹沢,Aグリーン,レディース,65.0,112,5100
箱根-丹沢,Aグリーン|Bグリーン,バック,68.5,117,5874
箱根-丹沢,Aグリーン|Bグリーン,フロント,67.1,114,5558
箱根-丹沢,Aグリーン|Bグリーン,レディース,64.2,108,4935
箱根-丹沢,Bグリーン|Aグリーン,バック,68.2,118,5783
箱根-丹沢,Bグリーン|Aグリーン,フロント,66.7,116,5467
箱根-丹沢,Bグリーン|Aグリーン,レディース,63.8,111,4844
箱根-丹沢,Bグリーン,バック,67.3,115,5618
箱根-丹沢,Bグリーン,フロント,65.9,113,5302
箱根-丹沢,Bグリーン,レディース,63.0,107,4679
