Course,Green,Tee,CR,SR,Yards
中-東,ベント,バック1,78.4,140,6716
中-東,ベント,バック2,78.2,139,6675
中-東,ベント,レギュラー,76.3,136,6363
中-東,ベント,フロント1,74.4,133,6025
中-東,ベント,レディース,69.0,123,5034
中-東,コーライ,バック1,77.4,137,6554
中-東,コーライ,バック2,77.3,136,6520
中-東,コーライ,レギュラー,75.5,133,6196
中-東,コーライ,フロント1,73.5,130,5863
中-東,コーライ,レディース,68.2,119,4873
西-中,ベント,バック1,77.3,139,6560
西-中,ベント,バック2,77.2,138,6535
西-中,ベント,レギュラー,74.9,135,6149
西-中,ベント,フロント1,73.3,133,5870
西-中,ベント,レディース,68.1,123,4904
西-中,コーライ,バック1,76.5,135,6426
西-中,コーライ,バック2,76.4,134,6398
西-中,コーライ,レギュラー,74.2,130,6005
西-中,コーライ,フロント1,72.6,128,5731
西-中,コーライ,レディース,67.3,118,4764
東-西,ベント,バック1,77.1,137,6522
東-西,ベント,バック2,76.8,136,6470
東-西,ベント,レギュラー,74.4,133,6048
東-西,ベント,フロント1,73.1,131,5833
東-西,ベント,レディース,68.3,122,4974
東-西,コーライ,バック1,76.3,133,6382
東-西,コーライ,バック2,76.1,132,6320
東-西,コーライ,レギュラー,73.7,128,5899
東-西,コーライ,フロント1,72.3,126,5684
東-西,コーライ,レディース,67.7,117,4823
