Course,Green,Tee,CR,SR,Yards
城山-愛川,Aグリーン,バック,77.3,137,6350
城山-愛川,Aグリーン,レギュラー,75.5,133,6017
城山-愛川,Aグリーン,レディース,72.4,126,5465
城山-愛川,Bグリーン,バック,76.1,133,6295
城山-愛川,Bグリーン,レギュラー,74.4,129,5937
城山-愛川,Bグリーン,レディース,71.4,122,5206
愛川-相模,Aグリーン,バック,77.1,140,6399
愛川-相模,Aグリーン,レギュラー,74.9,135,5995
愛川-相模,Aグリーン,レディース,72.3,129,5525
愛川-相模,Bグリーン,バック,75.8,137,6298
愛川-相模,Bグリーン,レギュラー,73.7,131,5871
愛川-相模,Bグリーン,レディース,71.0,126,5207
相模-城山,Aグリーン,バック,76.4,135,6255
相模-城山,Aグリーン,レギュラー,74.6,132,5912
相模-城山,Aグリーン,レディース,70.7,123,5208
相模-城山,Bグリーン,バック,75.1,131,6049
相模-城山,Bグリーン,レギュラー,73.3,127,5704
相模-城山,Bグリーン,レディース,69.4,118,4989
