Course,Green,Tee,CR,SR,Yards
東アウト-東イン,White.F,チャンピオン1,81.5,139,7129
東アウト-東イン,White.F,チャンピオン2,81.2,138,7071
東アウト-東イン,White.F,バック,78.4,133,6568
東アウト-東イン,White.F,レギュラー,76.4,128,6211
東アウト-東イン,White.F,フロント1,71.9,121,5489
東アウト-東イン,Red.F,チャンピオン1,79.9,135,6808
東アウト-東イン,Red.F,チャンピオン2,79.5,135,6750
東アウト-東イン,Red.F,バック,76.6,130,6273
東アウト-東イン,Red.F,レギュラー,74.4,125,5895
東アウト-東イン,Red.F,フロント1,70.2,118,5177
西アウト-西イン,White.F,チャンピオン2,81.5,143,7121
西アウト-西イン,White.F,バック,78.7,138,6645
西アウト-西イン,White.F,レギュラー,76.6,135,6319
西アウト-西イン,White.F,フロント1,72.2,124,5569
西アウト-西イン,Red.F,チャンピオン2,79.2,139,6677
西アウト-西イン,Red.F,バック,76.1,131,6193
西アウト-西イン,Red.F,レギュラー,74.3,128,5929
西アウト-西イン,Red.F,フロント1,69.9,120,5186
