Course,Green,Tee,CR,SR,Yards
大仁コースアウト-大仁コースイン,Aグリーン,バック,71.9,130,6749
大仁コースアウト-大仁コースイン,Aグリーン,レギュラー,70.3,126,6400
大仁コースアウト-大仁コースイン,Aグリーン,フロント1,66.0,113,5222
大仁コースアウト-大仁コースイン,Bグリーン,バック,70.1,125,6398
大仁コースアウト-大仁コースイン,Bグリーン,レギュラー,68.9,122,6043
大仁コースアウト-大仁コースイン,Bグリーン,フロント1,64.7,109,4863
熱海コースアウト-熱海コースイン,Aグリーン,バック,68.6,121,5924
熱海コースアウト-熱海コースイン,Aグリーン,レギュラー,67.7,118,5682
熱海コースアウト-熱海コースイン,Aグリーン,フロント1,66.0,113,5193
熱海コースアウト-熱海コースイン,Bグリーン,バック,67.4,117,5606
熱海コースアウト-熱海コースイン,Bグリーン,レギュラー,66.6,115,5364
熱海コースアウト-熱海コースイン,Bグリーン,フロント1,64.9,110,4875
