Course,Green,Tee,CR,SR,Yards
キングアウト-キングイン,サブ,チャンピオン,73.9,119,7052
キングアウト-キングイン,サブ,バック,71.5,122,6595
キングアウト-キングイン,サブ,レギュラー,69.0,119,6099
キングアウト-キングイン,サブ,フロント,67.4,114,5745
キングアウト-キングイン,サブ,レディス,64.2,105,5090
キングアウト-キングイン,メイン,チャンピオン,73.9,119,7058
キングアウト-キングイン,メイン,バック,71.6,123,6620
キングアウト-キングイン,メイン,レギュラー,69.1,120,6125
キングアウト-キングイン,メイン,フロント,67.4,115,5751
キングアウト-キングイン,メイン,レディス,64.4,105,5120
クイーンアウト-クイーンイン,ベント,フルバック,72.0,125,6751
クイーンアウト-クイーンイン,ベント,バック,70.5,124,6474
クイーンアウト-クイーンイン,ベント,レギュラー,68.9,118,6108
クイーンアウト-クイーンイン,ベント,フロント,67.4,116,5772
クイーンアウト-クイーンイン,ベント,レディス,63.9,106,5020
