Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,チャンピオン,80.6,148,7019
アウト-イン,ベント,レギュラー,78.2,143,6593
アウト-イン,ベント,フロント,76.5,139,6289
アウト-イン,ベント,レディース,71.6,129,5413
