Course,Green,Tee,CR,SR,Yards
大阪湾-犬鳴,ベントA,Black,74.0,135,7032
大阪湾-犬鳴,ベントA,Blue,72.2,130,6724
大阪湾-犬鳴,ベントA,White,71.1,127,6499
大阪湾-犬鳴,ベントA,Yellow,68.7,123,5874
大阪湾-犬鳴,ベントA,Green,65.7,114,5175
大阪湾-犬鳴,ベントA,Red,64.7,113,5004
大阪湾-犬鳴,ベントB,Black,73.2,133,6938
大阪湾-犬鳴,ベントB,Blue,72.2,130,6629
大阪湾-犬鳴,ベントB,White,70.7,126,6404
大阪湾-犬鳴,ベントB,Yellow,68.2,121,5778
大阪湾-犬鳴,ベントB,Green,65.2,114,5130
大阪湾-犬鳴,ベントB,Red,64.2,112,4912
犬鳴-稲倉,ベントA,Black,72.5,131,6912
犬鳴-稲倉,ベントA,Blue,70.7,127,6576
犬鳴-稲倉,ベントA,White,69.4,123,6314
犬鳴-稲倉,ベントA,Yellow,67.8,120,5872
犬鳴-稲倉,ベントA,Green,65.9,114,5393
犬鳴-稲倉,ベントA,Red,64.9,112,5161
犬鳴-稲倉,ベントB,Black,71.3,128,6702
犬鳴-稲倉,ベントB,Blue,70.1,125,6364
犬鳴-稲倉,ベントB,White,68.5,121,6101
犬鳴-稲倉,ベントB,Yellow,66.9,117,5662
犬鳴-稲倉,ベントB,Green,64.9,113,5185
犬鳴-稲倉,ベントB,Red,64.0,111,4952
稲倉-大阪湾,ベントA,Black,71.5,127,6628
稲倉-大阪湾,ベントA,Blue,70.3,125,6404
稲倉-大阪湾,ベントA,White,69.1,121,6133
稲倉-大阪湾,ベントA,Yellow,67.7,118,5786
稲倉-大阪湾,ベントA,Green,65.6,112,5226
稲倉-大阪湾,ベントA,Red,64.6,110,5013
稲倉-大阪湾,ベントB,Black,71.1,126,6570
稲倉-大阪湾,ベントB,Blue,70.1,124,6347
稲倉-大阪湾,ベントB,White,68.8,121,6075
稲倉-大阪湾,ベントB,Yellow,67.3,117,5732
稲倉-大阪湾,ベントB,Green,65.3,112,5219
稲倉-大阪湾,ベントB,Red,64.2,110,4958
