Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,78.5,143,6960
アウト-イン,ベント,レギュラー,75.8,136,6456
アウト-イン,ベント,フロント,74.2,131,6135
アウト-イン,ベント,レディース,71.2,123,5533
