Course,Green,Tee,CR,SR,Yards
コース2アウト-コース2イン,Bグリーン,バック,76.8,138,6529
コース2アウト-コース2イン,Bグリーン,レギュラー,75.2,134,6208
コース2アウト-コース2イン,Aグリーン,バック,75.4,134,6294
コース2アウト-コース2イン,Aグリーン,レギュラー,74.0,131,5973
コース1アウト-コース1イン,Bグリーン,バック,75.8,136,6332
コース1アウト-コース1イン,Bグリーン,レギュラー,74.4,132,6006
コース1アウト-コース1イン,Aグリーン,バック,74.6,133,6141
コース1アウト-コース1イン,Aグリーン,レギュラー,73.2,129,5815
