Course,Green,Tee,CR,SR,Yards
アウト-イン,B,バック,73.6,132,6878
アウト-イン,B,レギュラー,72.1,131,6557
アウト-イン,B,フロント,70.8,131,6321
アウト-イン,B,ゴールド,67.9,125,5690
アウト-イン,B,レディス,66.4,120,5393
アウト-イン,左,バック,73.0,134,6782
アウト-イン,左,レギュラー,71.4,134,6462
アウト-イン,左,フロント,70.1,133,6220
アウト-イン,左,ゴールド,67.2,124,5594
アウト-イン,左,レディス,65.8,119,5287
アウト-イン,右,バック,72.5,134,6689
アウト-イン,右,レギュラー,70.8,131,6365
アウト-イン,右,フロント,69.7,128,6131
アウト-イン,右,ゴールド,66.7,121,5500
アウト-イン,右,レディス,65.1,118,5206
アウト-イン,N,バック,71.8,136,6593
アウト-イン,N,レギュラー,70.2,132,6270
アウト-イン,N,フロント,69.0,130,6030
アウト-イン,N,ゴールド,66.2,120,5404
アウト-イン,N,レディス,64.6,116,5100
