Course,Green,Tee,CR,SR,Yards
愛宕-御所ノ入,第1グリーン,バック,71.6,137,6519
愛宕-御所ノ入,第1グリーン,レギュラー,70.2,134,6217
愛宕-御所ノ入,第1グリーン,フロント1,69.2,130,5974
愛宕-御所ノ入,第1グリーン,レディース 1,66.5,124,5429
愛宕-御所ノ入,第1グリーン,レディース 2,63.7,116,4811
愛宕-御所ノ入,第2グリーン,バック,70.4,133,6328
愛宕-御所ノ入,第2グリーン,レギュラー,68.9,130,6026
愛宕-御所ノ入,第2グリーン,フロント1,67.8,128,5783
愛宕-御所ノ入,第2グリーン,レディース 1,65.2,121,5238
愛宕-御所ノ入,第2グリーン,レディース 2,62.3,114,4620
御所ノ入-天王,第1グリーン,バック,70.7,138,6333
御所ノ入-天王,第1グリーン,レギュラー,69.4,133,6019
御所ノ入-天王,第1グリーン,フロント1,68.2,129,5762
御所ノ入-天王,第1グリーン,レディース 1,65.8,122,5235
御所ノ入-天王,第1グリーン,レディース 2,63.2,115,4660
御所ノ入-天王,第2グリーン,バック,69.6,133,6133
御所ノ入-天王,第2グリーン,レギュラー,68.2,129,5819
御所ノ入-天王,第2グリーン,フロント1,67.0,126,5562
御所ノ入-天王,第2グリーン,レディース 1,64.5,119,5035
御所ノ入-天王,第2グリーン,レディース 2,62.0,112,4460
天王-愛宕,第1グリーン,バック,70.5,132,6348
天王-愛宕,第1グリーン,レギュラー,69.2,129,6048
天王-愛宕,第1グリーン,フロント1,68.2,126,5812
天王-愛宕,第1グリーン,レディース 1,65.9,120,5324
天王-愛宕,第1グリーン,レディース 2,63.1,113,4693
天王-愛宕,第2グリーン,バック,69.8,130,6281
天王-愛宕,第2グリーン,レギュラー,68.5,127,5981
天王-愛宕,第2グリーン,フロント1,67.4,124,5745
天王-愛宕,第2グリーン,レディース 1,65.1,119,5257
天王-愛宕,第2グリーン,レディース 2,62.3,113,4626
