Course,Green,Tee,CR,SR,Yards
笠置-木津川,ベント,バック,73.6,134,7012
笠置-木津川,ベント,レギュラー,71.6,130,6649
笠置-木津川,ベント,フロント1,70.1,127,6328
笠置-木津川,ベント,シニア,68.3,123,5974
笠置-木津川,コーライ,バック,73.1,132,6897
笠置-木津川,コーライ,レギュラー,71.1,128,6536
笠置-木津川,コーライ,フロント1,69.7,126,6226
笠置-木津川,コーライ,シニア,67.8,123,5872
木津川-柳生,ベント,バック,73.1,132,6986
木津川-柳生,ベント,レギュラー,71.3,128,6649
木津川-柳生,ベント,フロント1,69.8,126,6323
木津川-柳生,ベント,シニア,68.6,124,6082
木津川-柳生,コーライ,バック,72.5,130,6837
木津川-柳生,コーライ,レギュラー,70.6,127,6495
木津川-柳生,コーライ,フロント1,69.3,124,6179
木津川-柳生,コーライ,シニア,68.0,122,5938
柳生-笠置,ベント,バック,73.1,133,6970
柳生-笠置,ベント,レギュラー,71.3,129,6622
柳生-笠置,ベント,フロント1,69.9,126,6299
柳生-笠置,ベント,シニア,68.7,124,6060
柳生-笠置,コーライ,バック,72.8,131,6880
柳生-笠置,コーライ,レギュラー,70.9,128,6533
柳生-笠置,コーライ,フロント1,69.6,125,6211
柳生-笠置,コーライ,シニア,68.4,123,5972
