Course,Green,Tee,CR,SR,Yards
奥入瀬-十和田湖,メイン,バック,73.2,131,7024
奥入瀬-十和田湖,メイン,レギュラー,70.4,126,6479
奥入瀬-十和田湖,メイン,フロント,68.7,122,6083
奥入瀬-十和田湖,メイン,シニア,66.2,114,5518
奥入瀬-十和田湖,メイン,レディース,65.5,110,5402
十和田湖-南八甲田,メイン,バック,72.9,130,6998
十和田湖-南八甲田,メイン,レギュラー,70.1,126,6429
十和田湖-南八甲田,メイン,フロント,69.0,123,6162
十和田湖-南八甲田,メイン,シニア,66.2,111,5563
十和田湖-南八甲田,メイン,レディース,65.3,109,5397
南八甲田-奥入瀬,メイン,バック,72.7,129,6996
南八甲田-奥入瀬,メイン,レギュラー,69.7,124,6418
南八甲田-奥入瀬,メイン,フロント,68.5,122,6161
南八甲田-奥入瀬,メイン,シニア,66.2,113,5619
南八甲田-奥入瀬,メイン,レディース,65.6,110,5529
