Course,Green,Tee,CR,SR,Yards
さくら-つつじ,コーライ,バック,79.3,133,6787
さくら-つつじ,コーライ,レギュラー,77.1,130,6413
さくら-つつじ,コーライ,フロント,73.6,125,5855
さくら-つつじ,コーライ,レディース,69.4,116,5112
さくら-つつじ,ベント,バック,77.6,129,6485
さくら-つつじ,ベント,レギュラー,75.3,126,6111
さくら-つつじ,ベント,フロント,71.9,120,5553
さくら-つつじ,ベント,レディース,67.7,113,4810
さつき-さくら,コーライ,バック,78.5,133,6607
さつき-さくら,コーライ,レギュラー,76.4,130,6265
さつき-さくら,コーライ,フロント,72.5,125,5645
さつき-さくら,コーライ,レディース,69.7,119,5157
さつき-さくら,ベント,バック,76.6,129,6312
さつき-さくら,ベント,レギュラー,74.5,126,5970
さつき-さくら,ベント,フロント,70.7,121,5350
さつき-さくら,ベント,レディース,67.8,115,4862
つつじ-さつき,コーライ,バック,78.0,135,6510
つつじ-さつき,コーライ,レギュラー,75.9,132,6166
つつじ-さつき,コーライ,フロント,72.3,125,5556
つつじ-さつき,コーライ,レディース,68.3,117,4849
つつじ-さつき,ベント,バック,76.2,132,6235
つつじ-さつき,ベント,レギュラー,74.2,128,5891
つつじ-さつき,ベント,フロント,70.6,122,5281
つつじ-さつき,ベント,レディース,66.7,114,4574
