Course,Green,Tee,CR,SR,Yards
獅子ケ鼻-不動,Kグリーン,バック,77.0,139,6706
獅子ケ鼻-不動,Kグリーン,レギュラー,75.3,134,6381
獅子ケ鼻-不動,Kグリーン,フロント1,72.9,128,5913
獅子ケ鼻-不動,Kグリーン,フロント2,70.4,121,5446
獅子ケ鼻-不動,Kグリーン,レディース1,70.4,121,5446
獅子ケ鼻-不動,Bグリーン,バック,75.5,135,6419
獅子ケ鼻-不動,Bグリーン,レギュラー,73.8,131,6094
獅子ケ鼻-不動,Bグリーン,フロント1,71.3,124,5617
獅子ケ鼻-不動,Bグリーン,フロント2,69.2,118,5150
獅子ケ鼻-不動,Bグリーン,レディース1,69.2,118,5150
