Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント(メイン),バック,81.2,146,6970
アウト-イン,ベント(メイン),レギュラー1,78.6,139,6449
アウト-イン,ベント(メイン),レギュラー2,77.9,138,6324
アウト-イン,ベント(メイン),レギュラー3,77.6,137,6290
アウト-イン,ベント(メイン),フロント,74.8,132,5836
アウト-イン,ベント(メイン),レディース1,71.1,125,5174
アウト-イン,ベント(メイン),レディース2,69.8,123,4967
アウト-イン,ベント(サブ),バック,79.7,142,6814
アウト-イン,ベント(サブ),レギュラー1,77.3,137,6293
アウト-イン,ベント(サブ),レギュラー2,76.7,136,6168
アウト-イン,ベント(サブ),レギュラー3,76.4,135,6134
アウト-イン,ベント(サブ),フロント,73.7,129,5685
アウト-イン,ベント(サブ),レディース1,69.8,121,5031
アウト-イン,ベント(サブ),レディース2,68.5,120,4824
