Course,Green,Tee,CR,SR,Yards
アウト-イン,コーライ,バック,76.4,137,6381
アウト-イン,コーライ,レギュラー,74.3,132,5974
アウト-イン,コーライ,フロント,72.6,127,5658
アウト-イン,コーライ,レディース,68.7,117,4843
