Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,BT1,72.0,129,6714
アウト-イン,ベント,BT2,71.8,128,6665
アウト-イン,ベント,RT,70.3,126,6367
アウト-イン,ベント,FT1,68.2,122,5869
アウト-イン,ベント,FT2,67.4,120,5696
アウト-イン,ベント,GT,66.9,119,5587
