Course,Green,Tee,CR,SR,Yards
西-東,ベント,バック,77.6,140,6942
西-東,ベント,レギュラー,74.4,132,6338
西-東,ベント,フロント1,70.8,123,5647
西-東,コーライ,バック,76.2,137,6694
西-東,コーライ,レギュラー,73.0,128,6085
西-東,コーライ,フロント1,69.5,119,5385
東-南,ベント,バック,77.5,140,6970
東-南,ベント,レギュラー,74.5,132,6394
東-南,ベント,フロント1,70.2,121,5586
東-南,コーライ,バック,76.7,138,6844
東-南,コーライ,レギュラー,73.7,130,6270
東-南,コーライ,フロント1,69.6,119,5460
南-西,ベント,バック,77.0,139,6804
南-西,ベント,レギュラー,74.4,132,6298
南-西,ベント,フロント1,70.2,121,5513
南-西,コーライ,バック,75.9,136,6618
南-西,コーライ,レギュラー,73.3,129,6121
南-西,コーライ,フロント1,69.4,119,5343
