Course,Green,Tee,CR,SR,Yards
南-西,コーライ,バック,71.5,129,6660
南-西,コーライ,レギュラー,69.6,124,6227
南-西,コーライ,フロント1,67.1,116,5568
南-西,ベント,バック,71.1,128,6553
南-西,ベント,レギュラー,69.3,123,6115
南-西,ベント,フロント1,66.7,115,5416
東-南,コーライ,バック,71.5,129,6655
東-南,コーライ,レギュラー,70.0,125,6307
東-南,コーライ,フロント1,66.9,116,5472
東-南,ベント,バック,71.3,129,6560
東-南,ベント,レギュラー,69.8,124,6208
東-南,ベント,フロント1,66.8,115,5387
西-東,コーライ,バック,71.4,129,6663
西-東,コーライ,レギュラー,69.5,123,6240
西-東,コーライ,フロント1,66.9,116,5524
西-東,ベント,バック,71.1,128,6567
西-東,ベント,レギュラー,69.3,123,6145
西-東,ベント,フロント1,66.6,115,5387
