Course,Green,Tee,CR,SR,Yards
桜-椿,Bグリーン,バック,76.0,136,6507
桜-椿,Bグリーン,レギュラー,75.1,134,6341
桜-椿,Bグリーン,フロント,73.3,129,6032
桜-椿,Bグリーン,レディース,70.7,122,5498
桜-椿,Kグリーン,バック,74.2,131,6206
桜-椿,Kグリーン,レギュラー,73.4,129,6047
桜-椿,Kグリーン,フロント,71.7,125,5734
桜-椿,Kグリーン,レディース,69.5,119,5243
椿-楓,Bグリーン,バック,74.9,133,6335
椿-楓,Bグリーン,レギュラー,74.1,131,6209
椿-楓,Bグリーン,フロント,73.0,128,5974
椿-楓,Bグリーン,レディース,69.6,119,5207
椿-楓,Kグリーン,バック,73.7,130,6122
椿-楓,Kグリーン,レギュラー,73.0,128,5985
椿-楓,Kグリーン,フロント,71.8,125,5747
椿-楓,Kグリーン,レディース,68.6,117,4986
楓-桜,Bグリーン,バック,74.7,133,6264
楓-桜,Bグリーン,レギュラー,73.6,130,6084
楓-桜,Bグリーン,フロント,72.1,126,5818
楓-桜,Bグリーン,レディース,69.9,120,5275
楓-桜,Kグリーン,バック,73.7,130,6066
楓-桜,Kグリーン,レギュラー,72.6,127,5888
楓-桜,Kグリーン,フロント,71.3,124,5623
楓-桜,Kグリーン,レディース,69.1,118,5099
