Course,Green,Tee,CR,SR,Yards
東アウト-東イン,EG,バック,81.0,152,6883
東アウト-東イン,EG,レギュラー,78.7,148,6407
東アウト-東イン,EG,フロント1,76.4,143,6034
東アウト-東イン,EG,レディース,74.4,139,5708
東アウト-東イン,GG,バック,80.9,152,6846
東アウト-東イン,GG,レギュラー,78.5,146,6373
東アウト-東イン,GG,フロント1,76.4,141,6006
東アウト-東イン,GG,レディース,74.3,138,5682
西アウト-西イン,GG,バック,80.5,145,6926
西アウト-西イン,GG,レギュラー,78.3,140,6501
西アウト-西イン,GG,フロント1,76.0,135,6137
西アウト-西イン,GG,レディース,73.7,129,5732
西アウト-西イン,LG,バック,80.3,146,6886
西アウト-西イン,LG,レギュラー,78.2,142,6465
西アウト-西イン,LG,フロント1,76.1,136,6105
西アウト-西イン,LG,レディース,73.9,133,5712
