Course,Green,Tee,CR,SR,Yards
鈴鹿-伊吹,ベント,バック,73.2,134,6821
鈴鹿-伊吹,ベント,レギュラー,71.3,131,6469
鈴鹿-伊吹,ベント,フロント1,69.7,128,6092
鈴鹿-伊吹,ベント,ゴールド,66.2,121,5359
志摩-鈴鹿,ベント,バック,73.0,133,6754
志摩-鈴鹿,ベント,レギュラー,71.1,129,6366
志摩-鈴鹿,ベント,フロント1,69.7,125,6039
志摩-鈴鹿,ベント,ゴールド,66.5,119,5355
伊吹-志摩,ベント,バック,72.2,130,6669
伊吹-志摩,ベント,レギュラー,70.4,128,6303
伊吹-志摩,ベント,フロント1,69.0,125,6015
伊吹-志摩,ベント,ゴールド,65.9,117,5318
