Course,Green,Tee,CR,SR,Yards
中-西,RED,チャンピオン,78.7,134,6539
中-西,RED,バック,77.5,131,6326
中-西,RED,レギュラー,75.2,126,5951
中-西,RED,ゴールド,70.7,123,5207
中-西,RED,レディース,69.7,121,5057
中-西,BLUE,チャンピオン,76.5,130,6224
中-西,BLUE,バック,75.3,128,6008
中-西,BLUE,レギュラー,73.1,124,5636
中-西,BLUE,ゴールド,68.7,120,4891
中-西,BLUE,レディース,67.9,119,4741
東-中,RED,チャンピオン,77.9,138,6444
東-中,RED,バック,76.7,135,6252
東-中,RED,レギュラー,74.8,131,5904
東-中,RED,ゴールド,70.6,127,5182
東-中,RED,レディース,70.2,126,5095
東-中,BLUE,チャンピオン,75.7,133,6120
東-中,BLUE,バック,74.6,132,5923
東-中,BLUE,レギュラー,72.7,130,5568
東-中,BLUE,ゴールド,68.5,123,4856
東-中,BLUE,レディース,68.0,124,4769
西-東,RED,チャンピオン,77.0,137,6263
西-東,RED,バック,75.6,132,6028
西-東,RED,レギュラー,73.4,128,5663
西-東,RED,ゴールド,71.1,127,5269
西-東,RED,レディース,69.9,125,5066
西-東,BLUE,チャンピオン,74.4,132,5870
西-東,BLUE,バック,73.1,130,5637
西-東,BLUE,レギュラー,71.0,127,5262
西-東,BLUE,ゴールド,68.8,123,4883
西-東,BLUE,レディース,67.7,121,4680
