Course,Green,Tee,CR,SR,Yards
西アウト-西イン,Bグリーン,バック,78.0,141,6867
西アウト-西イン,Bグリーン,レギュラー,75.7,135,6438
西アウト-西イン,Bグリーン,フロント,74.1,131,6130
西アウト-西イン,Bグリーン,レディース,70.9,123,5488
西アウト-西イン,Zグリーン,バック,78.0,141,6861
西アウト-西イン,Zグリーン,レギュラー,75.6,135,6432
西アウト-西イン,Zグリーン,フロント,74.0,131,6124
西アウト-西イン,Zグリーン,レディース,70.7,122,5482
東イン-西イン,Bグリーン,バック,77.7,141,6833
東イン-西イン,Bグリーン,レギュラー,75.7,135,6456
東イン-西イン,Bグリーン,フロント,74.1,131,6157
東イン-西イン,Bグリーン,レディース,71.9,126,5704
東イン-西イン,Zグリーン,バック,77.7,141,6819
東イン-西イン,Zグリーン,レギュラー,75.7,135,6442
東イン-西イン,Zグリーン,フロント,74.0,131,6143
東イン-西イン,Zグリーン,レディース,71.7,125,5690
西アウト-東イン,Bグリーン,バック,77.7,141,6792
西アウト-東イン,Bグリーン,レギュラー,75.8,136,6430
西アウト-東イン,Bグリーン,フロント,74.2,131,6115
西アウト-東イン,Bグリーン,レディース,71.0,123,5488
西アウト-東イン,Zグリーン,バック,77.5,140,6758
西アウト-東イン,Zグリーン,レギュラー,75.5,135,6396
西アウト-東イン,Zグリーン,フロント,74.0,131,6081
西アウト-東イン,Zグリーン,レディース,70.7,122,5454
東アウト-西アウト,Bグリーン,バック,77.6,140,6787
東アウト-西アウト,Bグリーン,レギュラー,75.8,136,6404
東アウト-西アウト,Bグリーン,フロント,74.1,131,6082
東アウト-西アウト,Bグリーン,レディース,70.5,122,5415
東アウト-西アウト,Zグリーン,バック,77.4,140,6764
東アウト-西アウト,Zグリーン,レギュラー,75.4,134,6381
東アウト-西アウト,Zグリーン,フロント,73.8,131,6055
東アウト-西アウト,Zグリーン,レディース,70.3,121,5392
東アウト-西イン,Bグリーン,バック,77.6,140,6828
東アウト-西イン,Bグリーン,レギュラー,75.6,135,6430
東アウト-西イン,Bグリーン,フロント,74.0,131,6124
東アウト-西イン,Bグリーン,レディース,71.4,124,5631
東アウト-西イン,Zグリーン,バック,77.6,140,6825
東アウト-西イン,Zグリーン,レギュラー,75.5,135,6427
東アウト-西イン,Zグリーン,フロント,73.8,131,6117
東アウト-西イン,Zグリーン,レディース,71.3,124,5628
東アウト-東イン,Bグリーン,バック,77.4,140,6753
東アウト-東イン,Bグリーン,レギュラー,75.7,135,6422
東アウト-東イン,Bグリーン,フロント,74.1,131,6109
東アウト-東イン,Bグリーン,レディース,71.5,124,5631
東アウト-東イン,Zグリーン,バック,77.2,139,6722
東アウト-東イン,Zグリーン,レギュラー,75.4,134,6391
東アウト-東イン,Zグリーン,フロント,74.0,131,6074
東アウト-東イン,Zグリーン,レディース,71.2,123,5600
