Course,Green,Tee,CR,SR,Yards
楓-桜,Aグリーン,バック,77.9,141,7277
楓-桜,Aグリーン,レギュラー,75.5,135,6825
楓-桜,Aグリーン,フロント1,73.9,131,6513
楓-桜,Aグリーン,フロント2,69.6,119,5689
楓-桜,Bグリーン,バック,76.0,136,6967
楓-桜,Bグリーン,レギュラー,73.7,130,6520
楓-桜,Bグリーン,フロント1,72.1,126,6221
楓-桜,Bグリーン,フロント2,68.2,115,5385
桜-梅,Aグリーン,バック,77.8,141,7126
桜-梅,Aグリーン,レギュラー,75.4,134,6676
桜-梅,Aグリーン,フロント1,74.1,131,6419
桜-梅,Aグリーン,フロント2,69.4,119,5492
桜-梅,Bグリーン,バック,75.6,135,6735
桜-梅,Bグリーン,レギュラー,73.3,129,6306
桜-梅,Bグリーン,フロント1,71.8,125,6027
桜-梅,Bグリーン,フロント2,67.7,114,5103
梅-楓,Aグリーン,バック,76.9,139,6975
梅-楓,Aグリーン,レギュラー,75.0,134,6611
梅-楓,Aグリーン,フロント1,73.2,129,6258
梅-楓,Aグリーン,フロント2,69.3,118,5463
梅-楓,Bグリーン,バック,75.5,135,6744
梅-楓,Bグリーン,レギュラー,73.7,130,6388
梅-楓,Bグリーン,フロント1,71.9,126,6048
梅-楓,Bグリーン,フロント2,68.1,115,5236
