Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック1,67.0,125,5509
アウト-イン,ベント,バック2,66.9,125,5474
アウト-イン,ベント,レギュラー,65.7,121,5186
アウト-イン,ベント,フロント1,63.7,118,4736
アウト-イン,ベント,フロント2,63.4,117,4648
