Course,Green,Tee,CR,SR,Yards
東-南,コーライ,バック,78.1,142,7064
東-南,コーライ,レギュラー,77.5,140,6942
東-南,コーライ,フロント,76.2,137,6610
東-南,コーライ,ゴールド,74.8,133,6326
東-南,コーライ,レディース1,72.9,128,5970
東-南,コーライ,レディース2,71.4,124,5735
東-南,ベント,バック,77.3,139,6909
東-南,ベント,レギュラー,76.6,138,6777
東-南,ベント,フロント,75.4,134,6437
東-南,ベント,ゴールド,73.9,131,6140
東-南,ベント,レディース1,72.0,126,5788
東-南,ベント,レディース2,70.5,122,5551
南-西,ベント,バック,78.0,141,6978
南-西,ベント,レギュラー,77.1,139,6797
南-西,ベント,フロント,75.6,135,6404
南-西,ベント,ゴールド,73.9,131,6066
南-西,ベント,レディース1,71.5,124,5613
南-西,ベント,レディース2,69.9,120,5343
南-西,コーライ,バック,77.9,141,6982
南-西,コーライ,レギュラー,77.0,139,6811
南-西,コーライ,フロント,75.5,135,6426
南-西,コーライ,ゴールド,73.8,131,6091
南-西,コーライ,レディース1,71.4,124,5625
南-西,コーライ,レディース2,69.8,120,5357
西-東,ベント,バック,77.0,139,6855
西-東,ベント,レギュラー,76.3,137,6714
西-東,ベント,フロント,74.5,132,6335
西-東,ベント,ゴールド,72.7,128,5964
西-東,ベント,レディース1,71.2,123,5669
西-東,ベント,レディース2,69.7,120,5400
西-東,コーライ,バック,76.7,138,6848
西-東,コーライ,レギュラー,76.0,136,6709
西-東,コーライ,フロント,74.4,132,6344
西-東,コーライ,ゴールド,72.6,127,5991
西-東,コーライ,レディース1,71.0,123,5685
西-東,コーライ,レディース2,69.5,119,5420
