Course,Green,Tee,CR,SR,Yards
男体アウト-筑波イン,Aグリーン,バック,72.1,131,6799
男体アウト-筑波イン,Aグリーン,レギュラー,70.1,125,6393
男体アウト-筑波イン,Aグリーン,フロント1,67.4,117,5679
男体アウト-筑波イン,Aグリーン,フロント2,65.3,111,5035
男体アウト-筑波イン,Bグリーン,バック,70.8,128,6538
男体アウト-筑波イン,Bグリーン,レギュラー,69.2,123,6137
男体アウト-筑波イン,Bグリーン,フロント1,66.5,115,5411
男体アウト-筑波イン,Bグリーン,フロント2,64.3,108,4752
男体アウト-富士,Aグリーン,バック,71.8,130,6774
男体アウト-富士,Aグリーン,レギュラー..|レギュラー,69.8,124,6336
男体アウト-富士,Aグリーン,フロント1,67.3,117,5676
男体アウト-富士,Aグリーン,フロント2,65.3,111,5070
男体アウト-富士,Bグリーン,バック|バック..,70.9,128,6583
男体アウト-富士,Bグリーン,レギュラー,69.1,122,6138
男体アウト-富士,Bグリーン,フロント1,66.6,115,5475
男体アウト-富士,Bグリーン,フロント2|フロント2..,64.6,109,4864
男体アウト-筑波アウト,Aグリーン,バック,71.8,130,6713
男体アウト-筑波アウト,Aグリーン,レギュラー,69.9,125,6283
男体アウト-筑波アウト,Aグリーン,フロント1,67.5,117,5648
男体アウト-筑波アウト,Aグリーン,フロント2,64.9,110,4901
男体アウト-筑波アウト,Bグリーン,バック,70.8,128,6500
男体アウト-筑波アウト,Bグリーン,レギュラー,69.1,122,6074
男体アウト-筑波アウト,Bグリーン,フロント1,66.8,115,5435
男体アウト-筑波アウト,Bグリーン,フロント2,64.2,108,4678
男体アウト-男体イン,Aグリーン,バック,71.4,129,6654
男体アウト-男体イン,Aグリーン,レギュラー,69.7,124,6259
男体アウト-男体イン,Aグリーン,フロント1,67.2,117,5613
男体アウト-男体イン,Aグリーン,フロント2,64.6,109,4828
男体アウト-男体イン,Bグリーン,バック,70.3,126,6435
男体アウト-男体イン,Bグリーン,レギュラー,68.9,122,6053
男体アウト-男体イン,Bグリーン,フロント1,66.5,115,5402
男体アウト-男体イン,Bグリーン,フロント2,63.8,107,4607
筑波アウト-筑波イン,Aグリーン,バック|バック..,71.2,129,6586
筑波アウト-筑波イン,Aグリーン,レギュラー|レギュラー..,69.4,123,6162
筑波アウト-筑波イン,Aグリーン,フロント1,67.5,117,5673
筑波アウト-筑波イン,Aグリーン,フロント2,64.8,110,4892
筑波アウト-筑波イン,Bグリーン,バック,70.1,125,6332
筑波アウト-筑波イン,Bグリーン,レギュラー,68.5,121,5909
筑波アウト-筑波イン,Bグリーン,フロント1,66.6,115,5412
筑波アウト-筑波イン,Bグリーン,フロント2,64.0,107,4626
筑波イン-富士,Aグリーン,バック,71.2,129,6647
筑波イン-富士,Aグリーン,レギュラー,69.3,123,6215
筑波イン-富士,Aグリーン,フロント1,67.4,117,5701
筑波イン-富士,Aグリーン,フロント2,65.2,111,5061
筑波イン-富士,Bグリーン,バック..|バック,70.1,125,6415
筑波イン-富士,Bグリーン,レギュラー,68.5,121,5973
筑波イン-富士,Bグリーン,フロント1,66.6,115,5452
筑波イン-富士,Bグリーン,フロント2,64.4,109,4812
筑波アウト-富士,Aグリーン,バック,71.0,128,6561
筑波アウト-富士,Aグリーン,レギュラー,69.1,122,6105
筑波アウト-富士,Aグリーン,フロント1,67.4,117,5670
筑波アウト-富士,Aグリーン,フロント2,64.9,110,4927
筑波アウト-富士,Bグリーン,バック,70.1,125,6377
筑波アウト-富士,Bグリーン,レギュラー,68.4,120,5910
筑波アウト-富士,Bグリーン,フロント1,66.8,115,5476
筑波アウト-富士,Bグリーン,フロント2,64.3,108,4738
男体イン-筑波イン,Aグリーン,バック,70.7,127,6527
男体イン-筑波イン,Aグリーン,レギュラー,69.1,122,6138
男体イン-筑波イン,Aグリーン,フロント1,67.3,117,5638
男体イン-筑波イン,Aグリーン,フロント2,64.5,109,4819
男体イン-筑波イン,Bグリーン,バック,69.7,124,6267
男体イン-筑波イン,Bグリーン,レギュラー,68.1,119,5888
男体イン-筑波イン,Bグリーン,フロント1,66.3,114,5379
男体イン-筑波イン,Bグリーン,フロント2,63.6,106,4555
男体イン-筑波アウト,Aグリーン,バック,70.6,127,6441
男体イン-筑波アウト,Aグリーン,レギュラー,68.9,122,6028
男体イン-筑波アウト,Aグリーン,フロント1,67.3,117,5607
男体イン-筑波アウト,Aグリーン,フロント2,64.2,108,4685
男体イン-筑波アウト,Bグリーン,バック,68.7,121,6229
男体イン-筑波アウト,Bグリーン,レギュラー,68.1,119,5825
男体イン-筑波アウト,Bグリーン,フロント1,66.6,115,5403
男体イン-筑波アウト,Bグリーン,フロント2|フロント2..,63.5,106,4481
男体イン-富士,Aグリーン,バック,70.5,126,6502
男体イン-富士,Aグリーン,レギュラー,68.9,122,6081
男体イン-富士,Aグリーン,フロント1,67.1,116,5635
男体イン-富士,Aグリーン,フロント2,64.5,109,4854
男体イン-富士,Bグリーン,バック,69.7,124,6312
男体イン-富士,Bグリーン,レギュラー,68.0,119,5889
男体イン-富士,Bグリーン,フロント1,66.5,115,5443
男体イン-富士,Bグリーン,フロント2,63.9,107,4667
