Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント(MG),BLACK,72.3,134,6716
アウト-イン,ベント(MG),BLUE,70.8,131,6453
アウト-イン,ベント(MG),WHITE,69.8,129,6163
アウト-イン,ベント(MG),RED,64.3,118,4956
アウト-イン,ベント(SG),BLACK,70.5,130,6325
アウト-イン,ベント(SG),BLUE,68.9,127,6040
アウト-イン,ベント(SG),WHITE,67.9,125,5764
アウト-イン,ベント(SG),RED,63.0,115,4566
