Course,Green,Tee,CR,SR,Yards
リンドウ-ラベンダー,ベント,バック,71.7,130,6570
リンドウ-ラベンダー,ベント,レギュラー,70.4,128,6275
リンドウ-ラベンダー,ベント,フロント1,68.8,125,5900
リンドウ-ラベンダー,ベント,フロント2,65.7,119,5201
リンドウ-カトレア,ベント,バック,71.6,130,6556
リンドウ-カトレア,ベント,レギュラー,69.9,126,6171
リンドウ-カトレア,ベント,フロント1,68.5,124,5852
リンドウ-カトレア,ベント,フロント2,65.6,118,5203
カトレア-ラベンダー,ベント,バック,71.5,132,6656
カトレア-ラベンダー,ベント,レギュラー,69.5,128,6208
カトレア-ラベンダー,ベント,フロント1,67.5,125,5758
カトレア-ラベンダー,ベント,フロント2,63.5,116,4868
リンドウ-シバザクラ,ベント,バック,71.2,126,6337
リンドウ-シバザクラ,ベント,レギュラー,70.2,124,6108
リンドウ-シバザクラ,ベント,フロント1,69.2,122,5879
リンドウ-シバザクラ,ベント,フロント2,67.1,118,5385
シバザクラ-ラベンダー,ベント,バック,71.1,128,6437
シバザクラ-ラベンダー,ベント,レギュラー,69.8,126,6145
シバザクラ-ラベンダー,ベント,フロント1,68.2,123,5785
シバザクラ-ラベンダー,ベント,フロント2,65.0,116,5050
シバザクラ-カトレア,ベント,バック,71.0,128,6423
シバザクラ-カトレア,ベント,レギュラー,69.3,124,6041
シバザクラ-カトレア,ベント,フロント1,67.9,121,5737
シバザクラ-カトレア,ベント,フロント2,64.9,115,5052
リンドウ-サルビア,ベント,バック,70.9,128,6320
リンドウ-サルビア,ベント,レギュラー,69.6,125,6028
リンドウ-サルビア,ベント,フロント1,68.5,123,5777
リンドウ-サルビア,ベント,フロント2,65.8,118,5175
サルビア-ラベンダー,ベント,バック,70.8,130,6420
サルビア-ラベンダー,ベント,レギュラー,69.2,127,6065
サルビア-ラベンダー,ベント,フロント1,67.5,124,5683
サルビア-ラベンダー,ベント,フロント2,63.7,116,4840
サルビア-カトレア,ベント,バック,70.7,129,6406
サルビア-カトレア,ベント,レギュラー,68.7,125,5961
サルビア-カトレア,ベント,フロント1,67.2,123,5635
サルビア-カトレア,ベント,フロント2,63.6,115,4842
シバザクラ-サルビア,ベント,バック,70.3,126,6187
シバザクラ-サルビア,ベント,レギュラー,69.0,123,5898
シバザクラ-サルビア,ベント,フロント1,67.9,121,5662
シバザクラ-サルビア,ベント,フロント2,65.1,115,5024
