Course,Green,Tee,CR,SR,Yards
東-南,Aグリーン,バック,78.7,139,6760
東-南,Aグリーン,レギュラー,76.7,134,6376
東-南,Aグリーン,フロント1,74.9,130,6048
東-南,Aグリーン,レディース,71.7,124,5464
東-南,Bグリーン,バック,76.5,137,6371
東-南,Bグリーン,レギュラー,74.5,132,5995
東-南,Bグリーン,フロント1,72.9,128,5676
東-南,Bグリーン,レディース,69.8,121,5108
西-東,Aグリーン,バック,78.5,138,6709
西-東,Aグリーン,レギュラー,76.4,134,6322
西-東,Aグリーン,フロント1,74.9,129,6034
西-東,Aグリーン,レディース,72.4,124,5572
西-東,Bグリーン,バック,76.7,135,6397
西-東,Bグリーン,レギュラー,74.7,130,6018
西-東,Bグリーン,フロント1,73.2,127,5739
西-東,Bグリーン,レディース,70.8,122,5293
南-西,Aグリーン,バック,77.2,135,6517
南-西,Aグリーン,レギュラー,75.1,131,6128
南-西,Aグリーン,フロント1,73.6,127,5858
南-西,Aグリーン,レディース,71.3,122,5426
南-西,Bグリーン,バック,75.6,134,6208
南-西,Bグリーン,レギュラー,73.6,129,5819
南-西,Bグリーン,フロント1,72.1,126,5549
南-西,Bグリーン,レディース,69.8,121,5117
