Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,79.7,141,6972
アウト-イン,ベント,レギュラー,77.2,135,6509
アウト-イン,ベント,フロント1,74.6,130,6036
アウト-イン,ベント,シニア,71.3,123,5440
アウト-イン,ベント,レディース,69.3,120,5085
