Course,Green,Tee,CR,SR,Yards
富士-箱根,Aグリーン,BT,79.3,142,6935
富士-箱根,Aグリーン,RT,76.9,137,6480
富士-箱根,Aグリーン,FT1,75.1,134,6157
富士-箱根,Aグリーン,FT2,74.8,133,6107
富士-箱根,Aグリーン,ST,71.0,126,5443
富士-箱根,Aグリーン,LT,68.9,123,5095
富士-箱根,Bグリーン,BT,77.8,140,6620
富士-箱根,Bグリーン,RT,75.6,136,6203
富士-箱根,Bグリーン,FT1,73.7,133,5895
富士-箱根,Bグリーン,FT2,73.6,132,5863
富士-箱根,Bグリーン,ST,69.7,126,5203
富士-箱根,Bグリーン,LT,67.8,122,4863
天城-富士,Aグリーン,BT,79.0,144,6899
天城-富士,Aグリーン,RT,76.5,139,6433
天城-富士,Aグリーン,FT1,74.3,135,6050
天城-富士,Aグリーン,FT2,74.1,135,6021
天城-富士,Aグリーン,ST,69.8,127,5269
天城-富士,Aグリーン,LT,67.5,123,4862
天城-富士,Bグリーン,BT,78.5,143,6736
天城-富士,Bグリーン,RT,76.1,139,6308
天城-富士,Bグリーン,FT1,73.9,137,5939
天城-富士,Bグリーン,FT2,73.9,137,5929
天城-富士,Bグリーン,ST,69.4,129,5168
天城-富士,Bグリーン,LT,67.2,125,4769
箱根-天城,Aグリーン,BT,78.9,140,6854
箱根-天城,Aグリーン,RT,76.8,135,6437
箱根-天城,Aグリーン,FT1,75.0,132,6123
箱根-天城,Aグリーン,FT2,74.9,131,6102
箱根-天城,Aグリーン,ST,70.8,123,5402
箱根-天城,Aグリーン,LT,68.6,120,5033
箱根-天城,Bグリーン,BT,77.9,139,6652
箱根-天城,Bグリーン,RT,75.7,135,6235
箱根-天城,Bグリーン,FT1,73.8,132,5918
箱根-天城,Bグリーン,FT2,73.7,132,5896
箱根-天城,Bグリーン,ST,69.5,124,5191
箱根-天城,Bグリーン,LT,67.4,121,4822
