Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント(B),BT,71.0,128,6485
アウト-イン,ベント(B),RT,70.2,125,6270
アウト-イン,ベント(B),FT1・LT1,69.2,123,6010
アウト-イン,ベント(F),BT,70.0,125,6305
アウト-イン,ベント(F),RT,69.3,123,6090
アウト-イン,ベント(F),FT1・LT1,68.3,120,5830
