Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント(B),FT1・LT1,73.9,131,6010
アウト-イン,ベント(B),LT2,71.3,124,5470
アウト-イン,ベント(F),FT1・LT1,72.6,127,5830
アウト-イン,ベント(F),LT2,69.9,120,5290
