Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント1,バック 1,78.9,142,6729
アウト-イン,ベント1,バック 2,77.7,140,6508
アウト-イン,ベント1,レギュラー 1,76.9,138,6364
アウト-イン,ベント1,レギュラー 2,75.6,135,6133
アウト-イン,ベント1,フロント 1,74.1,131,5829
アウト-イン,ベント1,フロント 2,73.4,130,5696
アウト-イン,ベント1,レッド,70.8,125,5226
アウト-イン,ベント1,ピンク,64.8,113,4152
アウト-イン,ベント2,バック 1,77.6,140,6487
アウト-イン,ベント2,バック 2,76.4,138,6268
アウト-イン,ベント2,レギュラー 1,75.5,137,6122
アウト-イン,ベント2,レギュラー 2,74.3,133,5888
アウト-イン,ベント2,フロント 1,72.6,129,5583
アウト-イン,ベント2,フロント 2,71.9,128,5451
アウト-イン,ベント2,レッド,69.3,123,4979
アウト-イン,ベント2,ピンク,63.3,110,3905
