Course,Green,Tee,CR,SR,Yards
アウト-イン,NEW,バック,71.7,130,6612
アウト-イン,NEW,レギュラー,70.0,125,6262
アウト-イン,NEW,フロント1,68.6,121,5879
アウト-イン,OLD,バック,71.1,128,6491
アウト-イン,OLD,レギュラー,69.6,124,6141
アウト-イン,OLD,フロント1,68.1,119,5765
