Course,Green,Tee,CR,SR,Yards
仙台アウト-仙台イン,B,バック,80.7,144,6911
仙台アウト-仙台イン,B,レギュラー,79.0,136,6570
仙台アウト-仙台イン,B,フロント,77.4,134,6317
仙台アウト-仙台イン,B,レディス,74.5,130,5821
仙台アウト-仙台イン,A,バック,79.3,137,6660
仙台アウト-仙台イン,A,レギュラー,77.4,133,6319
仙台アウト-仙台イン,A,フロント,75.7,131,6066
仙台アウト-仙台イン,A,レディス,73.0,126,5570
松島アウト-松島イン,ベント,バック,79.6,142,6744
松島アウト-松島イン,ベント,レギュラー,76.8,135,6281
松島アウト-松島イン,ベント,フロント,75.1,133,6005
松島アウト-松島イン,ベント,レディス,72.6,128,5609
松島アウト-松島イン,コーライ,バック,78.0,138,6518
松島アウト-松島イン,コーライ,レギュラー,75.0,133,6055
松島アウト-松島イン,コーライ,フロント,73.3,129,5779
松島アウト-松島イン,コーライ,レディス,70.7,123,5365
大郷アウト-大郷イン,ベント,バック,78.1,137,5961
大郷アウト-大郷イン,ベント,レギュラー,75.7,132,5589
大郷アウト-大郷イン,ベント,フロント,74.6,130,5424
大郷アウト-大郷イン,ベント,レディス,72.5,128,5025
大郷アウト-大郷イン,コーライ,バック,76.4,134,5711
大郷アウト-大郷イン,コーライ,レギュラー,73.9,131,5339
大郷アウト-大郷イン,コーライ,フロント,73.0,129,5174
大郷アウト-大郷イン,コーライ,レディス,70.7,127,4775
