Course,Green,Tee,CR,SR,Yards
アウト-イン,メイン,BT,72.7,130,6840
アウト-イン,メイン,RT,70.4,128,6404
アウト-イン,メイン,FT,69.2,125,6144
アウト-イン,メイン,LT,65.4,116,5372
