Course,Green,Tee,CR,SR,Yards
薔薇-山吹,Aグリーン,バック,74.8,134,6282
薔薇-山吹,Aグリーン,レギュラー,73.4,129,6000
薔薇-山吹,Aグリーン,フロント,71.5,125,5651
薔薇-山吹,Bグリーン,バック,73.7,131,6046
薔薇-山吹,Bグリーン,レギュラー,72.2,126,5764
薔薇-山吹,Bグリーン,フロント,70.4,121,5415
りんどう-白ゆり,Aグリーン,バック,74.6,133,6196
りんどう-白ゆり,Aグリーン,レギュラー,73.0,129,5899
りんどう-白ゆり,Aグリーン,フロント,71.4,124,5568
りんどう-白ゆり,Bグリーン,バック,74.3,132,6199
りんどう-白ゆり,Bグリーン,レギュラー,72.9,128,5822
りんどう-白ゆり,Bグリーン,フロント,71.0,124,5491
白ゆり-山吹,Aグリーン,バック,74.3,132,6129
白ゆり-山吹,Aグリーン,レギュラー,72.8,128,5834
白ゆり-山吹,Aグリーン,フロント,70.7,122,5414
白ゆり-山吹,Bグリーン,バック,73.1,129,5871
白ゆり-山吹,Bグリーン,レギュラー,71.6,124,5576
白ゆり-山吹,Bグリーン,フロント,69.5,119,5156
山吹-りんどう,Aグリーン,バック,73.9,131,6093
山吹-りんどう,Aグリーン,レギュラー,72.4,127,5815
山吹-りんどう,Aグリーン,フロント,70.7,122,5480
山吹-りんどう,Bグリーン,バック,73.0,129,5920
山吹-りんどう,Bグリーン,レギュラー,71.7,124,5642
山吹-りんどう,Bグリーン,フロント,69.9,121,5307
