Course,Green,Tee,CR,SR,Yards
OUT-IN,ライト,バック,75.5,131,6011
OUT-IN,ライト,レギュラー,74.0,128,5751
OUT-IN,ライト,フロント1,71.7,123,5338
OUT-IN,レフト,バック,74.8,129,5983
OUT-IN,レフト,レギュラー,73.3,127,5733
OUT-IN,レフト,フロント1,70.7,121,5243
IN-WEST,ライト,バック,74.1,129,5798
IN-WEST,ライト,レギュラー,72.3,126,5507
IN-WEST,ライト,フロント1,70.1,122,5096
IN-WEST,レフト,バック,73.9,129,5788
IN-WEST,レフト,レギュラー,72.1,127,5507
IN-WEST,レフト,フロント1,69.6,120,5019
WEST-OUT,ライト,バック,73.8,131,5793
WEST-OUT,ライト,レギュラー,72.3,128,5542
WEST-OUT,ライト,フロント1,70.6,124,5226
WEST-OUT,レフト,バック,73.1,130,5711
WEST-OUT,レフト,レギュラー,71.6,127,5460
WEST-OUT,レフト,フロント1,69.9,123,5144
