Course,Green,Tee,CR,SR,Yards
東-中,ベント,バック,77.0,139,6342
東-中,ベント,レギュラー,75.1,135,6043
東-中,ベント,フロント,73.8,133,5803
東-中,ベント,ゴールド,70.5,128,5185
東-中,ベント,レディース,68.1,124,4666
東-中,ベント,ピンク,64.7,120,4013
西-東,ベント,バック,76.8,142,6414
西-東,ベント,レギュラー,74.4,139,6091
西-東,ベント,フロント,72.8,137,5839
西-東,ベント,ゴールド,70.1,124,5072
西-東,ベント,レディース,67.8,121,4663
西-東,ベント,ピンク,64.3,118,4063
中-西,ベント,バック,76.6,142,6432
中-西,ベント,レギュラー,75.1,139,6086
中-西,ベント,フロント,73.8,138,5906
中-西,ベント,ゴールド,69.6,126,4953
中-西,ベント,レディース,68.7,121,4757
中-西,ベント,ピンク,64.6,118,4066
東35-中,ベント,バック,76.2,138,6196
東35-中,ベント,レギュラー,74.3,134,5886
東35-中,ベント,フロント,72.9,132,5646
東35-中,ベント,ゴールド,69.4,127,4991
東35-中,ベント,レディース,67.7,123,4589
東35-中,ベント,ピンク,64.2,119,3936
西-東35,ベント,バック,76.0,141,6268
西-東35,ベント,レギュラー,73.6,138,5934
西-東35,ベント,フロント,71.9,136,5682
西-東35,ベント,ゴールド,69.0,123,4878
西-東35,ベント,レディース,67.4,120,4586
西-東35,ベント,ピンク,63.8,117,3986
