Course,Green,Tee,CR,SR,Yards
東・アウト-東・イン,ベントA,バック,73.0,128,6899
東・アウト-東・イン,ベントA,レギュラー,70.8,124,6444
東・アウト-東・イン,ベントA,フロント1,68.1,118,5895
東・アウト-東・イン,ベントA,フロント2,65.5,112,5333
東・アウト-東・イン,ベントB,バック,72.4,129,6742
東・アウト-東・イン,ベントB,レギュラー,70.1,125,6283
東・アウト-東・イン,ベントB,フロント1,67.3,120,5731
東・アウト-東・イン,ベントB,フロント2,64.6,113,5169
南・アウト-南・イン,コーライ,バック,72.2,131,6770
南・アウト-南・イン,コーライ,レギュラー,70.1,125,6330
南・アウト-南・イン,コーライ,フロント1,68.7,121,5945
南・アウト-南・イン,コーライ,フロント2,68.1,119,5778
南・アウト-南・イン,ベント,バック,71.4,129,6624
南・アウト-南・イン,ベント,レギュラー,69.4,123,6174
南・アウト-南・イン,ベント,フロント1,68.1,119,5807
南・アウト-南・イン,ベント,フロント2,67.4,117,5640
