Course,Green,Tee,CR,SR,Yards
すが湖-すいげつ湖,ベント,ブラック,77.6,140,6900
すが湖-すいげつ湖,ベント,ブルー,76.3,137,6639
すが湖-すいげつ湖,ベント,ホワイト,74.8,133,6343
すが湖-すいげつ湖,ベント,ゴールド,73.4,129,6083
すが湖-すいげつ湖,ベント,レッド,70.0,120,5432
すいげつ湖-ひゅうが湖,ベント,ブラック,76.8,138,6784
すいげつ湖-ひゅうが湖,ベント,ブルー,75.8,136,6577
すいげつ湖-ひゅうが湖,ベント,ホワイト,74.4,132,6291
すいげつ湖-ひゅうが湖,ベント,ゴールド,73.0,128,6043
すいげつ湖-ひゅうが湖,ベント,レッド,70.1,120,5448
ひゅうが湖-すが湖,ベント,ブラック,76.4,137,6886
ひゅうが湖-すが湖,ベント,ブルー,74.9,133,6418
ひゅうが湖-すが湖,ベント,ホワイト,73.4,129,6116
ひゅうが湖-すが湖,ベント,ゴールド,72.0,126,5856
ひゅうが湖-すが湖,ベント,レッド,69.7,120,5408
