Course,Green,Tee,CR,SR,Yards
東-北,BG,バック,72.8,134,6742
東-北,BG,レギュラー,71.5,130,6442
東-北,BG,フロント,69.3,127,6006
東-北,BG,レディース,66.0,119,5284
東-北,KG,バック,72.3,134,6523
東-北,KG,レギュラー,70.6,131,6237
東-北,KG,フロント,68.4,125,5795
東-北,KG,レディース,65.4,115,5084
北-西,BG,バック,72.4,130,6596
北-西,BG,レギュラー,70.8,128,6293
北-西,BG,フロント,68.8,124,5898
北-西,BG,レディース,65.7,118,5214
北-西,KG,バック,71.9,134,6454
北-西,KG,レギュラー,70.3,132,6163
北-西,KG,フロント,68.2,126,5754
北-西,KG,レディース,65.2,120,5076
西-東,BG,バック,71.4,135,6326
西-東,BG,レギュラー,70.1,131,6035
西-東,BG,フロント,67.9,127,5604
西-東,BG,レディース,65.1,122,5042
西-東,KG,バック,71.0,138,6157
西-東,KG,レギュラー,69.3,137,5872
西-東,KG,フロント,67.2,126,5427
西-東,KG,レディース,64.6,120,4882
