Course,Green,Tee,CR,SR,Yards
アウト-イン,右グリーン,バック,76.9,139,6810
アウト-イン,右グリーン,レギュラー,74.2,131,6309
アウト-イン,右グリーン,レディス1,69.4,119,5353
アウト-イン,左グリーン,バック,76.9,139,6761
アウト-イン,左グリーン,レギュラー,74.2,131,6266
アウト-イン,左グリーン,レディス1,69.4,119,5300
