Course,Green,Tee,CR,SR,Yards
北-西,ベント,バック,76.6,138,6638
北-西,ベント,レギュラー,75.3,134,6388
北-西,ベント,フロント1,73.4,129,6030
北-西,ベント,フロント2,70.6,122,5492
北-西,コーライ,バック,74.5,132,6248
北-西,コーライ,レギュラー,73.1,129,5996
北-西,コーライ,フロント1,71.3,124,5643
北-西,コーライ,フロント2,68.8,117,5115
東-北,ベント,バック,75.9,136,6507
東-北,ベント,レギュラー,74.7,133,6286
東-北,ベント,フロント1,73.0,128,5954
東-北,ベント,フロント2,72.8,128,5926
東-北,ベント,レディース1,69.8,120,5333
東-北,コーライ,バック,74.1,131,6182
東-北,コーライ,レギュラー,72.9,128,5959
東-北,コーライ,フロント1,71.2,123,5623
東-北,コーライ,フロント2,71.0,123,5595
東-北,コーライ,レディース1,68.5,116,5017
西-東,ベント,バック,75.8,136,6459
西-東,ベント,レギュラー,74.8,133,6268
西-東,ベント,フロント1,72.9,128,5916
西-東,ベント,フロント2,72.8,128,5888
西-東,ベント,レディース1,69.8,120,5313
西-東,コーライ,バック,73.5,130,6044
西-東,コーライ,レギュラー,72.5,127,5853
西-東,コーライ,フロント1,70.7,122,5512
西-東,コーライ,フロント2,70.5,122,5484
西-東,コーライ,レディース1,68.0,115,4919
