Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,75.8,143,7074
アウト-イン,ベント,レギュラー1,73.2,142,6576
アウト-イン,ベント,レギュラー2,71.5,141,6248
アウト-イン,ベント,フロント1,69.1,133,5727
アウト-イン,ベント,レディース1,66.1,122,5115
