Course,Green,Tee,CR,SR,Yards
西-南,ベント,バック,72.8,128,6916
西-南,ベント,レギュラー,70.0,122,6337
西-南,ベント,フロント1,65.3,109,5315
南-東,ベント,バック,72.6,126,6896
南-東,ベント,レギュラー,69.9,119,6313
南-東,ベント,フロント1,65.0,106,5281
東-西,ベント,バック,72.2,126,6820
東-西,ベント,レギュラー,69.7,119,6290
東-西,ベント,フロント1,65.5,107,5382
