Course,Green,Tee,CR,SR,Yards
ちどり-ひばり,コーライ,バック,77.4,140,6920
ちどり-ひばり,コーライ,レギュラー,75.9,136,6627
ちどり-ひばり,コーライ,フロント1,74.7,133,6387
ちどり-ひばり,コーライ,フロント2,72.7,128,5997
ちどり-ひばり,ベント,バック,77.0,139,6830
ちどり-ひばり,ベント,レギュラー,75.6,135,6537
ちどり-ひばり,ベント,フロント1,74.2,131,6297
ちどり-ひばり,ベント,フロント2,72.5,127,5907
しらさぎ-ひばり,コーライ,バック,76.0,136,6550
しらさぎ-ひばり,コーライ,レギュラー,74.7,133,6304
しらさぎ-ひばり,コーライ,フロント1,73.5,130,6050
しらさぎ-ひばり,コーライ,フロント2,71.8,125,5724
しらさぎ-ひばり,ベント,バック,75.2,134,6410
しらさぎ-ひばり,ベント,レギュラー,74.0,131,6164
しらさぎ-ひばり,ベント,フロント1,72.7,128,5910
しらさぎ-ひばり,ベント,フロント2,71.0,123,5584
ちどり-しらさぎ,コーライ,バック,76.0,136,6640
ちどり-しらさぎ,コーライ,レギュラー,74.7,133,6393
ちどり-しらさぎ,コーライ,フロント1,73.6,130,6169
ちどり-しらさぎ,コーライ,フロント2,72.1,126,5857
ちどり-しらさぎ,ベント,バック,75.5,135,6520
ちどり-しらさぎ,ベント,レギュラー,74.1,131,6273
ちどり-しらさぎ,ベント,フロント1,72.9,128,6049
ちどり-しらさぎ,ベント,フロント2,71.4,124,5737
ちどり-とき,コーライ,バック,76.0,136,6685
ちどり-とき,コーライ,レギュラー,74.7,133,6434
ちどり-とき,コーライ,フロント1,73.6,130,6231
ちどり-とき,コーライ,フロント2,72.1,126,5849
ちどり-とき,ベント,バック,75.9,136,6610
ちどり-とき,ベント,レギュラー,74.6,133,6359
ちどり-とき,ベント,フロント1,73.5,130,6156
ちどり-とき,ベント,フロント2,71.6,125,5774
とき-ひばり,コーライ,バック,76.0,136,6595
とき-ひばり,コーライ,レギュラー,74.7,133,6345
とき-ひばり,コーライ,フロント1,73.6,130,6112
とき-ひばり,コーライ,フロント2,71.5,124,5716
とき-ひばり,ベント,バック,75.7,135,6500
とき-ひばり,ベント,レギュラー,74.4,132,6250
とき-ひばり,ベント,フロント1,73.2,129,6017
とき-ひばり,ベント,フロント2,71.3,124,5621
ちどり-せきれい,コーライ,バック,75.4,134,6560
ちどり-せきれい,コーライ,レギュラー,74.2,131,6341
ちどり-せきれい,コーライ,フロント1,73.4,129,6149
ちどり-せきれい,コーライ,フロント2,72.0,126,5854
ちどり-せきれい,ベント,バック,75.1,134,6480
ちどり-せきれい,ベント,レギュラー,74.0,131,6261
ちどり-せきれい,ベント,フロント1,72.9,128,6069
ちどり-せきれい,ベント,フロント2,71.4,124,5774
ひばり-せきれい,コーライ,バック,75.4,134,6470
ひばり-せきれい,コーライ,レギュラー,74.2,131,6252
ひばり-せきれい,コーライ,フロント1,73.1,129,6030
ひばり-せきれい,コーライ,フロント2,71.5,124,5721
ひばり-せきれい,ベント,バック,74.8,133,6370
ひばり-せきれい,ベント,レギュラー,73.7,130,6152
ひばり-せきれい,ベント,フロント1|フロント1..,72.6,127,5930
ひばり-せきれい,ベント,フロント2,71.0,123,5621
しらさぎ-とき,コーライ,バック,74.6,133,6315
しらさぎ-とき,コーライ,レギュラー,73.6,130,6111
しらさぎ-とき,コーライ,フロント1,72.5,127,5894
しらさぎ-とき,コーライ,フロント2,71.0,123,5576
しらさぎ-とき,ベント,バック,74.0,131,6190
しらさぎ-とき,ベント,レギュラー,73.1,129,5986
しらさぎ-とき,ベント,フロント1,72.0,126,5769
しらさぎ-とき,ベント,フロント2,70.5,122,5451
しらさぎ-せきれい,コーライ,バック,74.0,131,6190
しらさぎ-せきれい,コーライ,レギュラー,72.9,128,6018
しらさぎ-せきれい,コーライ,フロント1,72.1,126,5812
しらさぎ-せきれい,コーライ,フロント2,71.2,123,5581
しらさぎ-せきれい,ベント,バック,73.2,129,6060
しらさぎ-せきれい,ベント,レギュラー,72.5,127,5888
しらさぎ-せきれい,ベント,フロント1,71.4,124,5682
しらさぎ-せきれい,ベント,フロント2,70.3,121,5451
とき-せきれい,コーライ,バック,74.0,131,6235
とき-せきれい,コーライ,レギュラー,72.9,128,6059
とき-せきれい,コーライ,フロント1,72.2,126,5874
とき-せきれい,コーライ,フロント2,70.8,123,5573
とき-せきれい,ベント,バック,73.7,130,6150
とき-せきれい,ベント,レギュラー,72.8,128,5974
とき-せきれい,ベント,フロント1,72.1,126,5789
とき-せきれい,ベント,フロント2,70.5,122,5488
