,西,1,2,3,4,5,6,7,8,9,計
0,Par,3N,4.0,5D,4.0,4.0,4.0,3N,4.0,5D,36
1,BLUE,195,350.0,515,427.0,347.0,330.0,248,380.0,530,3322
2,GREEN,170,332.0,497,403.0,334.0,310.0,206,334.0,510,3096
3,WHITE,147,308.0,476,389.0,309.0,279.0,151,314.0,468,2841
4,Ladies,130,285.0,445,351.0,250.0,262.0,118,270.0,311,2422
5,Hdcp,,,,,,,,,,­
