,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5D,3N,4,4,4,5,4,4,3,36
1,Back,525,175,303,368,310,530,326,386,158,3081
2,REGULAR,485,158,293,359,300,510,321,324,137,2887
3,Hdcp,3,17,9,7,13,1,11,5,15,­
