,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,5D,4,4,3,5,4,4,36
1,Black,355,157,569,429,403,177,525,347,443,3405
2,White,331,140,547,405,383,165,519,316,423,3229
3,Red,239,97,421,333,281,165,430,241,313,2520
4,Hdcp,10,16,4,2,8,14,6,18,12,­
