,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4.0,3N,4.0,4.0,5D,4.0,3.0,4.0,5.0,36
1,BLACK,434.0,163,425.0,400.0,516,328.0,211.0,407.0,588.0,3472
2,BLUE,403.0,137,405.0,367.0,484,301.0,187.0,390.0,574.0,3248
3,WHITE,372.0,115,283.0,338.0,458,264.0,159.0,370.0,532.0,2891
4,RED,294.0,115,283.0,305.0,425,218.0,98.0,260.0,436.0,2434
5,Hdcp,,,,,,,,,,­
