,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,5D,4,4,3N,5,4,36
1,Back,411,162,332,544,399,374,174,515,415,3326
2,Reg.,383,139,304,507,376,346,148,491,389,3083
3,Champion,437,181,362,576,420,402,200,535,438,3551
4,Ladies,358,106,269,474,337,306,119,440,342,2751
5,Hdcp,9,15,3,7,1,13,17,5,11,­
