,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3N,4,4,3,5,36
1,BLUE,402,509,379,395,197,368,370,196,558,3374
2,WHITE,391,499,363,374,166,327,352,168,538,3178
3,RED,319,430,321,341,110,275,265,104,473,2638
4,Hdcp,16,4,10,2,14,8,12,18,6,­
