,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4D,3,5,4,4,3N,4,36
1,Champion,556,427,390,206,530,414,379,188,437,3527
2,Back,530,401,368,180,513,396,361,161,415,3325
3,Regular,503,371,344,155,493,380,345,136,390,3117
4,Front,459,333,315,126,465,359,231,113,347,2748
5,Hdcp,10,4,16,14,2,8,12,18,6,­
