,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3N,4,4,4,5,4D,4,3,36
1,BLUE,547,148,392,443,341,536,410,410,201,3428
2,WHITE,512,135,386,402,324,508,382,393,190,3232
3,RED,453,105,337,307,268,445,323,316,120,2674
4,Hdcp,3,15,9,7,13,1,5,17,11,­
