,東,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3N,5,4D,3,4,4,36
1,BLACK,490,413,353,159,521,356,207,408,376,3283
2,BLUE,467,392,353,159,521,356,191,388,376,3203
3,WHITE,449,373,336,142,502,328,177,382,367,3056
4,GOLD,427,303,319,113,474,305,130,306,357,2734
5,Green,449,303,319,130,486,316,146,363,357,2869
6,Red,395,303,319,113,408,305,130,306,345,2624
7,Hdcp,5,2,8,7,1,4,9,3,6,­
